"","name","location"
"1","FayCortez","Minneapolis"
"2","HelenBranswell","Boston, MA"
"3","Vaxyourfam","United States"
"4","outbreaksci","United States"
"5","biorxivpreprint","New York"
"6","famfightflu","Arlington, VA"
"7","CSISpecialty","Sanford, FL"
"8","BIOCIENCIA2013","Cumaná"
"9","FluNearYou","Boston, Massachusetts"
"10","KaneCoHealth","Aurora, Illinois"
