"","name","location"
"1","NMPulmCritCare","Chicago, IL"
"2","maternova","Providence, RI"
"3","Atari_Hotel","Chatham-Kent, Ontario"
"4","ElisabethHobbes","Cheshire"
"5","DDNewsOnline","Cleveland, OH"
"6","kariusdx","California, USA"
"7","foamid","Boston, MA"
"8","bjknappwrites","Rhode Island"
"9","CHCPinellas","St Petersburg, FL"
"10","EvalLaVelle","Minneapolis, MN"
"11","curecancer165","USA"
"12","chinablue2600","New York"
